sentiment,text,label
positive,"What you feel and say if you have not got any CONS in a smartphone. Samsung M30 is that model. Samsung has really done good innovation with M30. The mobile is butter soft and fire speed. Here goes my reviews after using it for 3 weeks. I am always using a device experiencing it & testing then only busying myself on the keyboard to write a ""Review- A genuine review"" so that it can help other customer attached to Amazon. This M30 is definitely a Total Paisa Vasool for your hard earned money. I brought a 6/128GB variant on a lightening deal.

Camera - (Check the image clarity & crisp on the attached above image taken from M30 Autofocus mode) Average good color saturation and focus even Bookeh effect and Palm jesture options. This quality is more than enough for a daily or often usage. Don't expect a DSLR out of it ha ha ha.
Battery - Huge backup to run for more than a day. Thanks to SuperAmoled display
Processor - Ultra clock speed. Exynos is doing its job. As I played PUBG the most advanced graphic & RAM tester game ever made.
Design - Super cool & young generation style. Gradation look is something Unique from Samsung.
Sound/Audio - Dolby Atmos what more u want. Sitting in the crowded cab felt like Theatre Dolby experience crisp and clear+DUAL Sound effect of background+vocal speech in less volume you can hear all the details which I was missing in other smartphones till date. Even the Headphones earphones and also Speaker volume also too good due to Dolby Atmos sound engineering becos of this I felt comfortable in watching a movie over the Speaker which I never used with other smartphones till date used so far. The Bass of the Speaker u can feel it and on high volume also its not getting break.
Display - A unique MASSIVE FHD SuperAmoled on 6.4 inchs display (good battery saver known fact)
This M30 is Highly recommended. Buy and experience its magic performance then u will surely find my reviews true. Go for it don't think back!!!!  Thanks Amazon for fast delivery and the Seller for delivering me in a Good package. Buy today and experience smooth silky speed of Samsung M30.",2
positive,Nil,2
positive,"After 5 days using ,I give this review...,..,......... 1)it has unic looks that easily attracts the others . 2)Camera......5****.  3)Display ...5****, 4) That's so handy,. 5)The sound quality is outstanding.. 💯*******, 6)it has unic gesture mode along with dark theme, 7)Gaming performances is ossam...5****,8)It gives Good battery backup for normal  use, but gaming or heavy use it gives  8-9.30 hours battery backup, 9)And also it supported fast charging ,almost 1.10 hours it fully charged.....,**I am totally satisfied with the product , Thanks.  # 💯**********†**",2
neutral,boys and girls lie? awww is santa not real either?,1
positive,Overall good phone under 10k.,2
negative,Low value and highly unconfirtable and senser processing very low.Touch sensor not work.Wrost product,0
negative,I bet Jeb Bush gets really good weed. Just sayin. @GOP #GOPDebate #GOPDebate2016 #GOPDebates #PresidentialDebate,0
neutral,"This tiny sushi joint is in a prime location.  That's the real draw.
The sushi is just okay (and you can get the same sushi at Geisha-a-go-go which is more fun).  The hamachi kama is just okay.  The steak is just okay.  Overall, this place is average.

I wish I had better things to say about it, but the service was not great (it was not bad, just average) and the bill was high considering the quality of everything we ordered.

Would I come here again?  Nah.",1
negative,"If Donald Trump wins the election, then we'll know we're on the Biff-stole-the-almanac timeline. #GOPDebate http://t.co/6f7jEbMo9k",0
negative,Awesome camera and overall performance,0
negative,"Isn't the point of a debate to get the participants to, you know, debate? #GOPDebate #tcot",0
negative,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,0
negative,Na,0
negative,RT @DWStweets: Final thoughts from the #GOPDebate tonight — the Republican Party is out of touch and out of date. http://t.co/tueGrpP46M,0
positive,"Love this place. Actually, today was awesome, because they usually only offer the ""express dozen"" through the drive thru, and the kids didn't want to go in, so the dude behind the speaker actually fulfilled my order as I wanted.

The only thing that bugs the hell out of me is that they charge for 2 donuts when you get a long john. :-(",2
positive,Hagnx,2
neutral,"its going very hot during call incoming and outgoing, all time seeing no network.",1
positive,Finger print scanner location should be some below... Camera MP also should increase,2
negative,Manufacturing defected handset.....Volume roker key are getting out,0
negative,"Not worthy for price.
1. worst proximity sensor.phone blinks during call
2. No LED indication during charging.
3.No option to mute camera flick sound other than muting media.
4. If you are using earphones while taking call, it irritates. You will not get any option to lock the phone so that you can keep mobile and pocket and speak with earphones. I have removed power button option  to end call so that I can lock the phone and keep it in the pocket while using earphones.  Now there is no touch protection such that my phone speaker option gets pressed. call goes to mute.. it literally irritates. Even during normal time when phone is in pocket,Emergency numbers get dialed, camera turns on.  I really feel Lejovo K4 which j used from 2016 has better geatures than this.
5. Touch is so poor that you need to touch couples of times to open something or when disconnecting the call(not always).
6. Coming to the body of phone, while speaking in phone, the voice vibrations are felt in the real panel which irritates throughout the call.
7. I felt my old phone Lenovo  k4 which released 4 yrs back has more features  than this.
8. Before buying pls check carefully coz after buying you dint have option to return. You need to talk with customer suport and they will say we can replace but not return.",0
positive,Sema phone,2
negative,I want refund in place of this mobile,0
positive,"Nothing to dislike, prodtis perfect but by mistake I have choose the wrong colour product.because i want the armoured edition colour.",2
negative,Many times Touch display did not response.,0
positive,Good,2
positive,"The best value for money phone you can find, got the 6+128 version for 13.4k during sale",2
positive,"Rating 10/10_ Processer,speed,camera,looks",2
positive,"I got 3 phones before i purchased Samsung m20 and here i'm staying...
Reason of which the quality of Samsung as a brand.
No hanging issue of which samsung is criticize, smart charger with c-type(fast charging), camera quality is better than anyone in this price rate..
New version of software makes you happier
And the last one battery,which makes you extra comfortable..

Cons..
Weak screen...it is not enough strong",2
positive,"Happy with the purchase so far, got it at the price of 12400 after 10% instant off and also got good exchange price of my old Moto G 1st edition.",2
negative,"Heating issue, processor speed very slow",0
neutral,"According shipping company Viking Line , the EU decision will have a significant financial impact .",1
positive,"I LOVE the pretzels! Wish they would bring back the Asiago Dip, but hey, garlic salt and cabs are 2 of my main food groups. Great atmosphere, can always see a game on one of the many TVs, even when my girlfriend thinks I'm paying attention to her! Milk stout is my favorite beer, but the light isn't bad either. Something tells me the others are good too, but it's hard to get me to stray from my patterns. Oh well, I'll leave someone else to review those. All in all, the food and beer is great, and the servers seem to know what they're doing too.",2
